Churn Category,Age,Number of Dependents,Population,Latitude,Longitude,Satisfaction Score,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Gender-Male,Gender-Female,Under 30-Yes,Under 30-No,Senior Citizen-Yes,Senior Citizen-No,Married-Yes,Married-No,Dependents-Yes,Dependents-No,Referred a Friend-Yes,Referred a Friend-No,Offer-Offer B,Offer-Offer E,Offer-None,Offer-Offer C,Offer-Offer A,Offer-Offer D,Phone Service-Yes,Phone Service-No,Multiple Lines-Yes,Multiple Lines-No,Internet Service-Yes,Internet Service-No,Internet Type-Fiber Optic,Internet Type-DSL,Internet Type-Cable,Internet Type-None,Online Security-Yes,Online Security-No,Online Backup-Yes,Online Backup-No,Device Protection Plan-Yes,Device Protection Plan-No,Premium Tech Support-Yes,Premium Tech Support-No,Streaming TV-Yes,Streaming TV-No,Streaming Movies-Yes,Streaming Movies-No,Streaming Music-Yes,Streaming Music-No,Unlimited Data-Yes,Unlimited Data-No,Contract-Two Year,Contract-Month-to-Month,Contract-One Year,Paperless Billing-Yes,Paperless Billing-No,Payment Method-Mailed Check,Payment Method-Credit Card,Payment Method-Bank Withdrawal
0,64.0,0.0,,40.363446,-123.835041,4.0,2.0,10.0,0.0,8.0,56.05,560.5,0.0,0.0,0.0,560.5,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
0,22.0,0.0,30419,36.303666,-119.825657,4.0,0.0,49.0,0.0,58.0,,1453.1,0.0,0.0,0.0,1453.1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1
0,25.0,3.0,25566,37.509366,-122.306132,,,,,,,,,,,,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,26389,,-121.897775,5.0,0.0,,20.66,,,529.8,,0.0,557.82,1087.62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1
0,,,2606,32.688506,-116.938632,3.0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,50.0,,,,-118.284077,5.0,,46.0,2.03,,55.65,2688.85,0.0,,,2782.23,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0
0,21.0,0.0,,,,4.0,1.0,,35.46,0.0,19.75,899.45,0.0,0.0,1453.8600000000001,2353.3100000000004,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
0,37.0,,,,,5.0,4.0,71.0,10.46,3.0,105.15,7555.0,0.0,60.0,742.6600000000001,8357.66,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1
0,41.0,0.0,34592,,,5.0,1.0,67.0,3.2,23.0,86.15,5883.85,0.0,0.0,214.4,6098.25,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
0,46.0,0.0,4158,40.271535,-121.018087,4.0,0.0,29.0,5.69,0.0,19.85,573.05,0.0,0.0,165.01000000000002,738.06,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
0,50.0,0.0,,,,5.0,0.0,68.0,9.82,0.0,25.5,1821.8,16.85,0.0,,2472.71,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1
0,49.0,2.0,291,33.3249,-114.758334,3.0,8.0,16.0,48.71,12.0,90.8,1442.2,0.0,0.0,779.36,,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0,56.0,0.0,174,33.728273,-118.085304,3.0,,65.0,13.2,13.0,99.05,6416.7,0.0,0.0,858.0,7274.7,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
0,,,52202,34.030915,-117.273201,4.0,0.0,33.0,49.45,19.0,70.4,2406.1,0.0,60.0,1631.8500000000001,4097.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
0,68.0,0.0,200,39.955587,-123.681175,4.0,0.0,67.0,48.43,28.0,54.9,3725.5,0.0,0.0,3244.81,6970.3099999999995,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1
0,28.0,2.0,1449,38.005839,,,9.0,62.0,47.96,,19.95,1244.8,,,2973.52,,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1
1,,,,,,,0.0,1.0,10.19,9.0,71.1,,0.0,0.0,10.19,81.28999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0
1,25.0,0.0,4258,32.898613,-117.202937,1.0,0.0,1.0,4.11,0.0,,20.1,0.0,0.0,4.11,24.21,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0
0,30.0,2.0,7023,37.218705,-121.762429,3.0,,,,,,,,,,,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,78.0,,9937,34.364153,-118.615583,2.0,,,4.1,5.0,84.8,906.85,0.0,,45.099999999999994,951.95,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0
0,80.0,,13309,37.04584,-118.397236,,0.0,72.0,,0.0,25.4,1809.35,0.0,0.0,1872.72,3682.0699999999997,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1
0,30.0,,82630,,-117.464096,4.0,0.0,1.0,11.1,0.0,20.05,20.05,0.0,0.0,11.1,31.15,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
1,25.0,0.0,46086,32.787836,-117.232376,1.0,1.0,,4.0,48.0,89.2,2698.35,,0.0,116.0,2814.35,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0
0,,,2966,34.297628,-119.014627,4.0,0.0,,39.86,23.0,100.15,908.55,0.0,,318.88,1227.4299999999998,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
0,65.0,0.0,51348,34.202494,,4.0,0.0,18.0,1.27,,103.6,1806.35,0.0,10.0,22.86,1839.2099999999998,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
0,45.0,0.0,18518,34.156758,-117.404686,3.0,,1.0,23.34,16.0,44.45,44.45,0.0,0.0,23.34,,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0
1,33.0,0.0,42239,33.362575,-117.299644,1.0,0.0,1.0,16.81,0.0,20.1,20.1,0.0,0.0,16.81,36.91,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,20.0,0.0,,39.578792,-120.780786,4.0,,11.0,8.48,52.0,79.5,795.65,0.0,0.0,93.28,888.93,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1
3,,,,,,3.0,1.0,1.0,7.49,0.0,19.9,19.9,,0.0,7.49,27.39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,60.0,0.0,3357,40.03194,,,0.0,15.0,0.0,25.0,45.9,693.45,,0.0,0.0,677.1800000000001,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0
3,78.0,0.0,4579,39.117537,-122.284654,,,7.0,32.4,7.0,73.75,545.15,0.0,0.0,226.79999999999998,,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0
0,,2.0,,34.110444,-118.156957,4.0,,16.0,45.54,0.0,20.4,321.4,0.0,,728.64,1050.04,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1
3,46.0,0.0,33856,,,,0.0,10.0,49.5,19.0,,818.05,0.0,0.0,495.0,,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0
0,,0.0,81333,33.818,-117.974404,3.0,,,,,,,,,,,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,67520,34.049841,-118.33846,,0.0,71.0,14.67,7.0,,,0.0,0.0,1041.57,8423.82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
2,39.0,0.0,,34.207295,-118.400022,2.0,0.0,22.0,39.58,,89.4,2001.5,0.0,0.0,870.76,2872.26,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1
0,54.0,0.0,,37.45809,-122.115398,3.0,3.0,72.0,2.61,0.0,19.3,1304.8,0.0,0.0,,1492.72,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0
0,64.0,0.0,,34.236683,-118.517588,5.0,0.0,30.0,2.67,27.0,94.4,2638.1,0.0,0.0,80.1,,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1
1,37.0,,8525,,-120.894014,3.0,0.0,1.0,28.25,,50.45,50.45,0.0,0.0,28.25,78.7,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1
3,55.0,0.0,30202,32.747484,-117.166877,,1.0,24.0,,,75.4,1747.85,0.0,0.0,425.52,2173.37,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0
0,,,29245,34.174215,-118.345928,4.0,0.0,5.0,30.92,41.0,55.75,266.95,0.0,0.0,154.60000000000002,421.55,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0
0,48.0,0.0,972,37.252057,-119.95783,,10.0,43.0,7.63,20.0,86.1,3551.65,0.0,0.0,328.09,3879.7400000000002,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0
2,73.0,0.0,,,,1.0,1.0,57.0,42.1,3.0,,5746.15,0.0,0.0,,8145.85,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0
3,45.0,0.0,1613,34.445239,-117.894868,2.0,0.0,1.0,,0.0,,19.9,0.0,,49.51,69.41,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,50.0,0.0,,,,4.0,,1.0,16.34,4.0,45.55,45.55,0.0,0.0,16.34,61.89,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0
1,66.0,,21349,33.796568,-116.924723,1.0,,,,,,,,,,,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,21.0,0.0,32901,34.070291,-118.349191,2.0,0.0,16.0,,53.0,50.15,762.25,0.0,0.0,228.16,990.41,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1
5,74.0,0.0,34902,,-117.209774,,0.0,2.0,13.17,,70.35,139.05,0.0,0.0,26.34,165.39000000000001,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
3,52.0,0.0,6202,38.336216,-120.76901,2.0,7.0,22.0,37.8,15.0,,1914.9,0.0,0.0,831.5999999999999,2746.5,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
2,,0.0,,37.815459,-121.977203,,1.0,10.0,,23.0,70.3,738.2,0.0,0.0,317.2,1055.4,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1
0,42.0,0.0,15364,35.245035,-118.905553,5.0,,,,,,,,,,,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,26.0,0.0,10226,37.526791,-119.99437,3.0,0.0,1.0,1.84,76.0,74.9,74.9,0.0,0.0,1.84,76.74000000000001,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
0,,,,38.636052,-119.489162,5.0,0.0,71.0,3.09,,84.4,5969.3,0.0,0.0,219.39,6188.6900000000005,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
4,50.0,0.0,63288,33.989524,-118.089299,,0.0,12.0,46.58,26.0,50.25,593.75,0.0,120.0,558.96,1272.71,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1
0,44.0,,12937,34.133809,-117.523724,4.0,0.0,7.0,3.34,13.0,78.5,571.05,0.0,0.0,23.38,594.43,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,34.0,0.0,42544,38.34719,-122.697822,1.0,3.0,6.0,,28.0,82.85,460.25,48.95,0.0,,,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
3,80.0,0.0,25135,34.119363,-117.855059,3.0,0.0,3.0,,30.0,25.3,77.75,0.0,,0.0,77.75,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0,41.0,0.0,,,,4.0,7.0,43.0,41.83,15.0,80.45,3398.9,0.0,0.0,1798.6899999999998,5197.59,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1
0,45.0,0.0,,,,4.0,,,,,,,,,,,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,,0.0,54876,37.776523,-122.219268,3.0,0.0,24.0,28.98,30.0,101.25,2440.15,,,695.52,3135.67,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
0,,,373,40.740138,-122.587476,,0.0,55.0,22.34,4.0,81.55,4509.5,0.0,0.0,,5738.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0
0,40.0,,42459,33.921793,-118.140588,5.0,4.0,62.0,48.73,0.0,24.25,1424.6,0.0,0.0,3021.2599999999998,4445.86,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
3,57.0,0.0,45755,38.123544,-121.159078,3.0,,,,,,,,,,,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,45.0,0.0,,38.197907,-122.017258,3.0,0.0,20.0,,20.0,,1165.55,0.0,0.0,0.0,,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0
0,,3.0,93315,33.914775,-118.348083,4.0,4.0,72.0,36.82,0.0,25.55,1867.7,0.0,0.0,,4518.74,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0
0,48.0,0.0,2198,38.41935,-120.469545,3.0,,,,,,,,,,,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,31.0,3.0,957,38.735789,-119.85798,3.0,0.0,4.0,0.0,52.0,57.2,,0.0,0.0,0.0,223.75,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
0,50.0,0.0,62036,33.17494,-117.242761,4.0,0.0,12.0,31.22,12.0,45.05,523.1,0.0,0.0,374.64,897.74,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1
0,40.0,0.0,15494,38.823278,-121.281856,3.0,0.0,72.0,12.63,23.0,59.75,4265.0,0.0,,909.36,5174.36,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1
0,59.0,0.0,2723,38.9386,-120.785514,5.0,0.0,8.0,26.47,0.0,20.7,137.6,,0.0,211.76,349.36,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
0,60.0,2.0,,,,,,29.0,,27.0,80.1,2211.8,0.0,,,2406.9700000000003,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
0,62.0,0.0,,36.52588,-121.396719,4.0,0.0,3.0,15.59,27.0,44.6,122.7,0.0,0.0,46.769999999999996,169.47,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1
0,27.0,0.0,46984,34.028331,-118.354338,3.0,,25.0,10.4,,,2686.05,0.0,,260.0,2946.05,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
0,33.0,0.0,521,36.125529,-120.864443,5.0,0.0,12.0,18.75,,86.55,1066.9,0.0,110.0,225.0,1401.9,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1
0,,2.0,2687,,,4.0,1.0,43.0,14.64,19.0,50.2,2169.4,0.0,0.0,629.52,,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0
0,19.0,,20893,33.884073,-117.732197,4.0,6.0,49.0,28.42,41.0,52.15,2583.75,0.0,50.0,1392.5800000000002,4026.33,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
0,24.0,0.0,30589,37.257772,-122.051824,3.0,,,,,,,,,,,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28.0,1.0,,,,3.0,0.0,60.0,49.96,85.0,84.95,,0.0,0.0,2997.6,7982.450000000001,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1
0,32.0,0.0,46171,33.507255,-117.029473,3.0,2.0,72.0,11.57,18.0,89.7,6588.95,0.0,0.0,833.04,7421.99,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
0,51.0,0.0,30933,34.128284,-118.047732,4.0,6.0,72.0,43.91,0.0,20.5,1502.25,0.0,0.0,3161.5199999999995,4663.7699999999995,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0
0,28.0,0.0,35643,35.391733,-118.984109,4.0,0.0,8.0,22.15,0.0,19.7,168.9,0.0,,,346.1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
